id,assignee,priority_date,symbol,company
US-2019236564-A1,"Walmart Apollo, Llc",31/01/2018,US,Walmart Apollo
US-2022294608-A1,nChain Holdings Limited,27/11/2018,US,Nchain Holdings Ltd
US-2021216623-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2022029817-A1,nChain Holdings Limited,27/11/2018,US,Nchain Holdings Ltd
US-11496300-B2,Nchain Licensing Ag,19/06/2017,US,Nchain Licensing Ag
US-2023216669-A1,Nchain Licensing Ag,29/08/2017,US,Nchain Licensing Ag
US-2023162181-A1,Nchain Licensing Ag,25/10/2016,US,Nchain Licensing Ag
US-2022358491-A1,nChain Holdings Limited,29/04/2016,US,Nchain Holdings Ltd
US-2021152371-A1,nChain Holdings Limited,05/04/2018,US,Nchain Holdings Ltd
WO-2019233833-A1,"International Business Machines Corporation, Ibm United Kingdom Limited",06/06/2018,WO,Ibm
US-2022138737-A1,nChain Holdings Limited,15/02/2019,US,Nchain Holdings Ltd
US-2019149337-A1,nChain Holdings Limited,29/04/2016,US,Nchain Holdings Ltd
US-2020005254-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2022191021-A1,nChain Holdings Limited,29/07/2016,US,Nchain Holdings Ltd
US-2023171098-A1,Nchain Licensing Ag,19/06/2017,US,Nchain Licensing Ag
US-2023163948-A1,Nchain Licensing Ag,09/06/2017,US,Nchain Licensing Ag
US-11411740-B2,Nchain Licensing Ag,22/05/2017,US,Nchain Licensing Ag
US-2022321323-A1,Nchain Licensing Ag,29/07/2016,US,Nchain Licensing Ag
US-11271736-B2,nChain Holdings Limited,29/07/2016,US,Nchain Holdings Ltd
US-11455630-B2,nChain Holdings Limited,11/04/2016,US,Nchain Holdings Ltd
US-11341484-B2,Nchain Holdings Ltd.,29/04/2016,US,Nchain Holdings Ltd
US-11244292-B2,nChain Holdings Limited,24/03/2016,US,Nchain Holdings Ltd
US-11347838-B2,Nchain Holdings Ltd.,23/02/2016,US,Nchain Holdings Ltd
US-11182782-B2,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-11310031-B2,Nchain Licensing Ag,29/07/2016,US,Nchain Licensing Ag
US-2023137104-A1,nChain Holdings Limited,14/05/2018,US,Nchain Holdings Ltd
US-2023131970-A1,nChain Holdings Limited,15/12/2017,US,Nchain Holdings Ltd
US-2022027492-A1,nChain Holdings Limited,27/11/2018,US,Nchain Holdings Ltd
US-11373152-B2,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2022230147-A1,nChain Holdings Limited,24/03/2016,US,Nchain Holdings Ltd
US-2022156737-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-11488120-B2,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2020322132-A1,nChain Holdings Limited,15/12/2017,US,Nchain Holdings Ltd
US-2021119767-A1,nChain Holdings Limited,11/04/2017,US,Nchain Holdings Ltd
US-2020074450-A1,nChain Holdings Limited,11/04/2017,US,Nchain Holdings Ltd
US-2020136815-A1,nChain Holdings Limited,19/06/2017,US,Nchain Holdings Ltd
US-2020204346-A1,nChain Holdings Limited,09/06/2017,US,Nchain Holdings Ltd
US-2020160327-A1,nChain Holdings Limited,22/05/2017,US,Nchain Holdings Ltd
US-2020219097-A1,nChain Holdings Limited,15/08/2017,US,Nchain Holdings Ltd
US-2021192498-A1,nChain Holdings Limited,15/08/2017,US,Nchain Holdings Ltd
US-2023155846-A1,nChain Holdings Limited,29/07/2016,US,Nchain Holdings Ltd
US-2019229911-A1,nChain Holdings Limited,29/07/2016,US,Nchain Holdings Ltd
US-2019158470-A1,nChain Holdings Limited,29/04/2016,US,Nchain Holdings Ltd
US-2019130399-A1,nChain Holdings Limited,11/04/2016,US,Nchain Holdings Ltd
US-2019116024-A1,nChain Holdings Limited,29/04/2016,US,Nchain Holdings Ltd
US-2019102758-A1,nChain Holdings Limited,24/03/2016,US,Nchain Holdings Ltd
US-2019066228-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2019303887-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2019043048-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2019165932-A1,nChain Holdings Limited,29/07/2016,US,Nchain Holdings Ltd
US-2019066065-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-11410145-B2,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2020137082-A1,nChain Holdings Limited,18/04/2017,US,Nchain Holdings Ltd
US-2019050541-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
WO-2019233773-A1,"International Business Machines Corporation, Ibm United Kingdom Limited",07/06/2018,WO,Ibm
US-2022292471-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-11455378-B2,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2023120854-A1,nChain Holdings Limited,18/04/2017,US,Nchain Holdings Ltd
US-11483338-B2,nChain Holdings Limited,18/04/2017,US,Nchain Holdings Ltd
US-2023254168-A1,Nchain Licensing Ag,23/02/2016,US,Nchain Licensing Ag
US-2019057382-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2019266613-A1,"Walmart Apollo, Llc",28/02/2018,US,Walmart Apollo
US-2021035212-A1,nChain Holdings Limited,15/08/2017,US,Nchain Holdings Ltd
US-2021158342-A1,nChain Holdings Limited,15/12/2017,US,Nchain Holdings Ltd
EP-3761554-A1,Nchain Holdings Limited,29/07/2016,EP,Nchain Holdings Ltd
US-2022058614-A1,nChain Holdings Limited,29/07/2016,US,Nchain Holdings Ltd
US-2020074464-A1,nChain Holdings Limited,15/05/2017,US,Nchain Holdings Ltd
EP-3855677-A1,Nchain Holdings Limited,23/02/2016,EP,Nchain Holdings Ltd
US-10521806-B2,"Walmart Apollo, Llc",28/02/2018,US,Walmart Apollo
US-11641283-B2,Nchain Licensing Ag,05/04/2018,US,Nchain Licensing Ag
US-2021073811-A1,nChain Holdings Limited,13/12/2017,US,Nchain Holdings Ltd
US-2019050832-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
EP-3862958-A1,Nchain Holdings Limited,23/02/2016,EP,Nchain Holdings Ltd
EP-3771144-A1,Nchain Holdings Limited,29/07/2016,EP,Nchain Holdings Ltd
US-2019052454-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
EP-3748903-A1,Nchain Holdings Limited,23/02/2016,EP,Nchain Holdings Ltd
US-2019058592-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
EP-3754901-A1,Nchain Holdings Limited,23/02/2016,EP,Nchain Holdings Ltd
EP-3764589-A1,Nchain Holdings Limited,23/02/2016,EP,Nchain Holdings Ltd
US-2019057211-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
EP-3860037-A1,Nchain Holdings Limited,23/02/2016,EP,Nchain Holdings Ltd
US-2020313884-A1,nChain Holdings Limited,22/09/2017,US,Nchain Holdings Ltd
US-2020311678-A1,nChain Holdings Limited,22/09/2017,US,Nchain Holdings Ltd
US-2019139031-A1,nChain Holdings Limited,29/04/2016,US,Nchain Holdings Ltd
US-2019095909-A1,nChain Holdings Limited,29/04/2016,US,Nchain Holdings Ltd
US-2019014124-A1,"Cisco Technology, Inc.",10/07/2017,US,
US-2020186360-A1,nChain Holdings Limited,10/04/2017,US,Nchain Holdings Ltd
US-2019172057-A1,nChain Holdings Limited,29/07/2016,US,Nchain Holdings Ltd
EP-4012636-A1,Nchain Holdings Limited,29/08/2017,EP,Nchain Holdings Ltd
US-2020202350-A1,nChain Holdings Limited,29/08/2017,US,Nchain Holdings Ltd
US-2020349565-A1,nChain Holdings Limited,29/08/2017,US,Nchain Holdings Ltd
US-2020204350-A1,nChain Holdings Limited,29/08/2017,US,Nchain Holdings Ltd
US-2019173884-A1,nChain Holdings Limited,29/07/2016,US,Nchain Holdings Ltd
US-2019164137-A1,nChain Holdings Limited,29/07/2016,US,Nchain Holdings Ltd
EP-4009576-A1,Nchain Holdings Limited,13/06/2017,EP,Nchain Holdings Ltd
US-2020127835-A1,nChain Holdings Limited,13/06/2017,US,Nchain Holdings Ltd
US-11722302-B2,Nchain Licensing Ag,02/11/2017,US,Nchain Licensing Ag
US-11652634-B2,Nchain Licensing Ag,02/11/2017,US,Nchain Licensing Ag
US-2020175511-A1,nChain Holdings Limited,22/05/2017,US,Nchain Holdings Ltd
US-2020099528-A1,nChain Holdings Limited,22/05/2017,US,Nchain Holdings Ltd
US-2020143339-A1,nChain Holdings Limited,22/05/2017,US,Nchain Holdings Ltd
US-2021184849-A1,nChain Holdings Limited,22/05/2017,US,Nchain Holdings Ltd
US-2020099529-A1,nChain Holdings Limited,22/05/2017,US,Nchain Holdings Ltd
US-2019266601-A1,nChain Holdings Limited,25/10/2016,US,Nchain Holdings Ltd
US-2019273725-A1,nChain Holdings Limited,25/10/2016,US,Nchain Holdings Ltd
US-2019236605-A1,"Walmart Apollo, Llc",31/01/2018,US,Walmart Apollo
US-2019236604-A1,"Walmart Apollo, Llc",31/01/2018,US,Walmart Apollo
US-2020348916-A1,nChain Holdings Limited,09/11/2017,US,Nchain Holdings Ltd
US-2021377041-A1,nChain Holdings Limited,09/11/2017,US,Nchain Holdings Ltd
US-2021218552-A1,nChain Holdings Limited,14/05/2018,US,Nchain Holdings Ltd
US-2021226787-A1,nChain Holdings Limited,14/05/2018,US,Nchain Holdings Ltd
US-2021218575-A1,nChain Holdings Limited,14/05/2018,US,Nchain Holdings Ltd
US-2021203481-A1,nChain Holdings Limited,14/05/2018,US,Nchain Holdings Ltd
US-2020151714-A1,nChain Holdings Limited,26/05/2017,US,Nchain Holdings Ltd
US-2020151713-A1,nChain Holdings Limited,26/05/2017,US,Nchain Holdings Ltd
US-11468077-B2,Nchain Licensing Ag,07/06/2017,US,Nchain Licensing Ag
US-11348095-B2,Nchain Licensing Ag,11/04/2017,US,Nchain Licensing Ag
US-11538023-B2,Nchain Licensing Ag,11/04/2017,US,Nchain Licensing Ag
US-2020151165-A1,nChain Holdings Limited,26/05/2017,US,Nchain Holdings Ltd
US-2023237468-A1,Nchain Licensing Ag,11/04/2017,US,Nchain Licensing Ag
US-2023118355-A1,Nchain Licensing Ag,11/04/2016,US,Nchain Licensing Ag
US-2023113492-A1,Nchain Licensing Ag,07/06/2017,US,Nchain Licensing Ag
US-2023091605-A1,Nchain Licensing Ag,29/07/2016,US,Nchain Licensing Ag
US-2022164435-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2022021662-A1,Nchain Licensing Ag,29/04/2016,US,Nchain Licensing Ag
US-2022114564-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2021090076-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-11694196-B2,Nchain Licensing Ag,25/10/2016,US,Nchain Licensing Ag
US-11574303-B2,Nchain Licensing Ag,25/10/2016,US,Nchain Licensing Ag
US-11528145-B2,Nchain Licensing Ag,22/05/2017,US,Nchain Licensing Ag
US-11456875-B2,Nchain Licensing Ag,22/05/2017,US,Nchain Licensing Ag
US-11356263-B2,Nchain Licensing Ag,13/06/2017,US,Nchain Licensing Ag
US-2023092477-A1,Nchain Licensing Ag,22/05/2017,US,Nchain Licensing Ag
US-11405395-B2,Nchain Licensing Ag,29/07/2016,US,Nchain Licensing Ag
US-2022417025-A1,Nchain Licensing Ag,13/06/2017,US,Nchain Licensing Ag
US-11669832-B2,Nchain Licensing Ag,29/07/2016,US,Nchain Licensing Ag
US-11695567-B2,Nchain Licensing Ag,10/04/2017,US,Nchain Licensing Ag
US-10419446-B2,"Cisco Technology, Inc.",10/07/2017,US,
US-11128607-B2,Nchain Licensing Ag,29/04/2016,US,Nchain Licensing Ag
US-11694193-B2,Nchain Licensing Ag,29/04/2016,US,Nchain Licensing Ag
US-11727501-B2,Nchain Licensing Ag,23/02/2016,US,Nchain Licensing Ag
US-11120437-B2,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-11194898-B2,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-11606219-B2,Nchain Licensing Ag,23/02/2016,US,Nchain Licensing Ag
US-11126976-B2,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2023237475-A1,Nchain Licensing Ag,15/05/2017,US,Nchain Licensing Ag
US-11429956-B2,nChain Holdings Limited,15/12/2017,US,Nchain Holdings Ltd
US-2022027905-A1,nChain Holdings Limited,27/11/2018,US,Nchain Holdings Ltd
US-2022294652-A1,nChain Holdings Limited,27/11/2018,US,Nchain Holdings Ltd
US-2021399898-A1,nChain Holdings Limited,27/11/2018,US,Nchain Holdings Ltd
US-2022027903-A1,nChain Holdings Limited,27/11/2018,US,Nchain Holdings Ltd
US-2022027491-A1,nChain Holdings Limited,27/11/2018,US,Nchain Holdings Ltd
US-11546144-B2,Nchain Licensing Ag,29/08/2017,US,Nchain Licensing Ag
US-11431477-B2,nChain Holdings Limited,14/05/2018,US,Nchain Holdings Ltd
US-2020278963-A1,nChain Holdings Limited,07/06/2017,US,Nchain Holdings Ltd
US-2021083852-A1,nChain Holdings Limited,07/06/2017,US,Nchain Holdings Ltd
US-2019057362-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
EP-3855700-A1,Nchain Holdings Limited,18/04/2017,EP,Nchain Holdings Ltd
US-2021091934-A1,nChain Holdings Limited,24/07/2017,US,Nchain Holdings Ltd
EP-3896898-A1,Nchain Holdings Limited,24/07/2017,EP,Nchain Holdings Ltd
US-2020213085-A1,nChain Holdings Limited,14/06/2017,US,Nchain Holdings Ltd
US-2020074424-A1,nChain Holdings Limited,08/05/2017,US,Nchain Holdings Ltd
US-2018115426-A1,Fintech Fund Family Limited Partnership,26/10/2016,US,
US-2021192514-A1,nChain Holdings Limited,09/11/2017,US,Nchain Holdings Ltd
US-2020366492-A1,nChain Holdings Limited,09/11/2017,US,Nchain Holdings Ltd
EP-3985916-A1,Nchain Holdings Limited,05/05/2017,EP,Nchain Holdings Ltd
US-2020145231-A1,nChain Holdings Limited,05/05/2017,US,Nchain Holdings Ltd
US-11546162-B2,Nchain Licensing Ag,09/11/2017,US,Nchain Licensing Ag
US-2019163883-A1,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-8819577-B2,Apple Inc.,29/09/2011,US,Apple Inc
US-11159313-B2,nChain Holdings Limited,24/07/2017,US,Nchain Holdings Ltd
US-11687922-B2,Nchain Licensing Ag,14/06/2017,US,Nchain Licensing Ag
US-2023014794-A1,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-2023068423-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2019228464-A1,Apple Inc.,09/03/2011,US,Apple Inc
US-11349645-B2,Nchain Holdings Ltd.,23/02/2016,US,Nchain Holdings Ltd
US-2022123927-A1,nChain Holdings Limited,24/07/2017,US,Nchain Holdings Ltd
US-2023216833-A1,Nchain Licensing Ag,09/11/2017,US,Nchain Licensing Ag
US-2019068365-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
EP-3862956-A1,Nchain Holdings Limited,23/02/2016,EP,Nchain Holdings Ltd
US-2022366019-A1,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-2018367298-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-10185988-B2,Apple Inc.,09/03/2011,US,Apple Inc
US-2022129888-A1,nChain Holdings Limited,15/02/2019,US,Nchain Holdings Ltd
US-2022129893-A1,nChain Holdings Limited,15/02/2019,US,Nchain Holdings Ltd
US-2018204271-A1,Apple Inc.,09/03/2011,US,Apple Inc
US-2017357672-A1,Apple Inc.,12/06/2016,US,Apple Inc
US-2017357644-A1,Apple Inc.,12/06/2016,US,Apple Inc
EP-3785204-A1,Nchain Holdings Limited,27/04/2018,EP,Nchain Holdings Ltd
EP-3785208-A1,Nchain Holdings Limited,27/04/2018,EP,Nchain Holdings Ltd
US-2023070963-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-11575511-B2,Nchain Licensing Ag,09/11/2017,US,Nchain Licensing Ag
US-11228447-B2,Nchain Licensing Ag,05/05/2017,US,Nchain Licensing Ag
US-2023004964-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-11556979-B2,Apple Inc.,09/03/2011,US,Apple Inc
US-11210372-B2,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-2021243007-A1,nChain Holdings Limited,27/04/2018,US,Nchain Holdings Ltd
US-2021234665-A1,nChain Holdings Limited,27/04/2018,US,Nchain Holdings Ltd
US-11625694-B2,Nchain Licensing Ag,23/02/2016,US,Nchain Licensing Ag
JP-3222165-U,"Black Gold Coin Incorporated BLACK GOLD COIN, Inc. , Black Gold Coin Incorporated",26/10/2016,JP,Black Gold Coin Inc
US-11049173-B2,Apple Inc.,09/03/2011,US,Apple Inc
US-10749681-B2,"Black Gold Coin, Inc.",26/10/2016,US,Black Gold Coin Inc
US-11308486-B2,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2023186373-A1,Apple Inc.,09/03/2011,US,Apple Inc
US-2021326970-A1,Apple Inc.,09/03/2011,US,Apple Inc
US-2021233071-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
DE-112016006077-B4,"Black Gold Coin, Inc.",28/03/2016,DE,Black Gold Coin Inc
US-2022172162-A1,"Walmart Apollo, Llc",07/08/2018,US,Walmart Apollo
US-2018240107-A1,"Black Gold Coin, Inc.",27/03/2015,US,Black Gold Coin Inc
US-2019188706-A1,Apple Inc.,18/12/2017,US,Apple Inc
US-11270245-B2,"Walmart Apollo, Llc",07/08/2018,US,Walmart Apollo
US-2018294956-A1,"Walmart Apollo, Llc",07/04/2017,US,Walmart Apollo
US-2020389321-A1,nChain Holdings Limited,11/04/2017,US,Nchain Holdings Ltd
US-2019363890-A1,"Walmart Apollo, Llc",24/05/2018,US,Walmart Apollo
US-2022311618-A1,"Walmart Apollo, Llc",24/05/2018,US,Walmart Apollo
US-10324973-B2,Apple Inc.,12/06/2016,US,Apple Inc
JP-3220620-U,"Black Gold Coin Incorporated BLACK GOLD COIN, Inc. , Black Gold Coin Incorporated",28/03/2016,JP,Black Gold Coin Inc
US-10652014-B2,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2021240733-A1,nChain Holdings Limited,27/04/2018,US,Nchain Holdings Ltd
US-10579779-B2,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-11294991-B2,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-2020257775-A1,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-2020274700-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2023231711-A1,Nchain Licensing Ag,29/07/2016,US,Nchain Licensing Ag
US-11635950-B2,Nchain Licensing Ag,09/11/2017,US,Nchain Licensing Ag
US-2022366020-A1,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-2023237447-A1,Nchain Licensing Ag,23/02/2016,US,Nchain Licensing Ag
US-2019303543-A1,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-11403622-B2,Nchain Licensing Ag,11/04/2017,US,Nchain Licensing Ag
US-11366882-B2,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-2019340362-A1,nChain Holdings Limited,13/05/2016,US,Nchain Holdings Ltd
US-2019052458-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
EP-3751783-A1,Nchain Holdings Limited,23/02/2016,EP,Nchain Holdings Ltd
US-2020051011-A1,"Walmart Apollo, Llc",07/08/2018,US,Walmart Apollo
US-2017359236-A1,Apple Inc.,12/06/2016,US,Apple Inc
EP-3785207-A1,Nchain Holdings Limited,27/04/2018,EP,Nchain Holdings Ltd
EP-4220515-A1,nChain Licensing AG,29/07/2016,EP,Nchain Licensing Ag
US-2020184108-A1,International Business Machines Corporation,17/11/2016,US,Ibm
JP-2022048299-A,"Nchain Holdings Limited, NCHAIN ??€?OLDINGS LTD",10/04/2017,JP,Nchain Holdings Ltd
US-11303442-B2,International Business Machines Corporation,09/10/2018,US,Ibm
EP-4152683-A1,nChain Licensing AG,05/04/2018,EP,Nchain Licensing Ag
TW-I791456-B,"Antida and Babuda Merchant Blockchain Holdings Co., Ltd.",29/07/2016,TW,
EP-4224393-A2,nChain Licensing AG,15/08/2017,EP,Nchain Licensing Ag
US-2018089644-A1,International Business Machines Corporation,26/09/2016,US,Ibm
US-11018852-B2,International Business Machines Corporation,21/12/2018,US,Ibm
EP-3804281-A1,International Business Machines Corporation,06/06/2018,EP,Ibm
US-2019122155-A1,International Business Machines Corporation,20/10/2017,US,Ibm
JP-2022177273-A,"Nchain Licensing Age, NCHAIN ??€?icensing AG",13/06/2017,JP,Nchain Licensing Ag
AU-2022252826-A1,nChain Holdings Limited,28/10/2016,AU,Nchain Holdings Ltd
EP-4002181-A1,Dragon Infosec Ltd,05/10/2018,EP,Dragon Infosec Ltd
US-11422981-B2,International Business Machines Corporation,09/04/2019,US,Ibm
US-2019182055-A1,International Business Machines Corporation,07/12/2017,US,Ibm
US-2019353685-A1,International Business Machines Corporation,15/05/2018,US,Ibm
US-11487886-B2,International Business Machines Corporation,03/05/2019,US,Ibm
US-2019190697-A1,International Business Machines Corporation,20/12/2017,US,Ibm
JP-2022058653-A,"Nchain Holdings Limited, NCHAIN ??€?OLDINGS LTD",29/07/2016,JP,Nchain Holdings Ltd
JP-2023089260-A,Nuchan Licenseing Age,29/07/2016,JP,
US-2018131706-A1,International Business Machines Corporation,10/11/2016,US,Ibm
US-11477031-B2,International Business Machines Corporation,13/02/2017,US,Ibm
US-2018225469-A1,British Telecommunications Public Limited Company,31/07/2015,US,British Telecomm
US-2018225466-A1,British Telecommunications Public Limited Company,31/07/2015,US,British Telecomm
US-2017034197-A1,British Telecommunications Public Limited Company,31/07/2015,US,British Telecomm
US-2018114218-A1,International Business Machines Corporation,26/10/2016,US,Ibm
US-2018343175-A1,International Business Machines Corporation,24/05/2017,US,Ibm
US-2019036696-A1,International Business Machines Corporation,27/07/2017,US,Ibm
US-10885590-B2,International Business Machines Corporation,04/04/2018,US,Ibm
JP-2023036794-A,"Nchain Licensing Age, NCHAIN ??€?icensing AG",26/05/2017,JP,Nchain Licensing Ag
JP-2021012739-A,"Nchain Holdings Limited NCHAIN ??€?OLDINGS Limited, NCHAIN ??€?oldings LTD, Nchain Holdings Limited",23/02/2016,JP,Nchain Holdings Ltd
JP-2023072051-A,"Nchain Licensing Age, NCHAIN ??€?icensing AG",26/05/2017,JP,Nchain Licensing Ag
JP-2023089101-A,Nuchan Licenseing Age,26/05/2017,JP,
US-2018268151-A1,International Business Machines Corporation,19/03/2017,US,Ibm
US-10985907-B2,International Business Machines Corporation,16/05/2018,US,Ibm
US-2020034453-A1,International Business Machines Corporation,29/07/2018,US,Ibm
US-2018089638-A1,International Business Machines Corporation,23/09/2016,US,Ibm
US-11470092-B2,British Telecommunications Public Limited Company,12/06/2017,US,British Telecomm
US-2019190896-A1,International Business Machines Corporation,18/12/2017,US,Ibm
JP-2023051935-A,"Nchain Licensing Age, NCHAIN ??€?icensing AG",14/06/2017,JP,Nchain Licensing Ag
US-2018096360-A1,International Business Machines Corporation,04/10/2016,US,Ibm
JP-2022091923-A,"Nchain Holdings Limited, NCHAIN ??€?OLDINGS LTD",07/06/2017,JP,Nchain Holdings Ltd
JP-2022180596-A,"Nchain Licensing Age, NCHAIN ??€?icensing AG",24/07/2017,JP,Nchain Licensing Ag
US-2018101560-A1,International Business Machines Corporation,07/10/2016,US,Ibm
JP-2022126777-A,"Nchain Holdings Limited, NCHAIN ??€?OLDINGS LTD",23/02/2016,JP,Nchain Holdings Ltd
JP-2022166214-A,"Nchain Holdings Limited, NCHAIN ??€?OLDINGS LTD",23/02/2016,JP,Nchain Holdings Ltd
JP-2023036931-A,"Nchain Licensing Age, NCHAIN ??€?icensing AG",07/06/2017,JP,Nchain Licensing Ag
AU-2022291462-A1,nChain Holdings Limited,23/02/2016,AU,Nchain Holdings Ltd
JP-2023065542-A,"Nchain Licensing Age, NCHAIN ??€?icensing AG",29/07/2016,JP,Nchain Licensing Ag
JP-2023103330-A,Nuchan Licenseing Age,07/06/2017,JP,
JP-2023082161-A,Nuchan Licenseing Age,11/04/2017,JP,
AU-2023202079-A1,nChain Holdings Limited,23/02/2016,AU,Nchain Holdings Ltd
US-2020119910-A1,International Business Machines Corporation,16/10/2018,US,Ibm
US-2018113752-A1,International Business Machines Corporation,20/10/2016,US,Ibm
US-2019073646-A1,nChain Holdings Limited,23/02/2016,US,Nchain Holdings Ltd
US-2018181979-A1,International Business Machines Corporation,26/12/2016,US,Ibm
US-2018121909-A1,International Business Machines Corporation,28/10/2016,US,Ibm
US-2018123882-A1,International Business Machines Corporation,28/10/2016,US,Ibm
US-2018137465-A1,International Business Machines Corporation,11/11/2016,US,Ibm
US-2018174097-A1,International Business Machines Corporation,19/12/2016,US,Ibm
US-2018139278-A1,International Business Machines Corporation,14/11/2016,US,Ibm
US-2018137306-A1,International Business Machines Corporation,17/11/2016,US,Ibm
US-2018158034-A1,International Business Machines Corporation,07/12/2016,US,Ibm
US-2018167217-A1,International Business Machines Corporation,14/12/2016,US,Ibm
US-2018189333-A1,International Business Machines Corporation,03/01/2017,US,Ibm
US-2018198624-A1,International Business Machines Corporation,12/01/2017,US,Ibm
US-2018189732-A1,International Business Machines Corporation,05/01/2017,US,Ibm
US-2020143300-A1,International Business Machines Corporation,07/11/2018,US,Ibm
US-2020013025-A1,International Business Machines Corporation,06/07/2018,US,Ibm
EP-4120115-A1,nChain Licensing AG,13/12/2017,EP,Nchain Licensing Ag
EP-4209983-A1,nChain Licensing AG,23/02/2016,EP,Nchain Licensing Ag
EP-4224396-A1,nChain Licensing AG,23/02/2016,EP,Nchain Licensing Ag
US-11386405-B2,International Business Machines Corporation,19/12/2017,US,Ibm
US-2018227118-A1,International Business Machines Corporation,09/02/2017,US,Ibm
US-2018285979-A1,International Business Machines Corporation,04/04/2017,US,Ibm
US-2019172282-A1,International Business Machines Corporation,02/12/2017,US,Ibm
EP-4068085-A1,nChain Licensing AG,28/10/2016,EP,Nchain Licensing Ag
US-2019279197-A1,nChain Holdings Limited,28/10/2016,US,Nchain Holdings Ltd
EP-4102433-A1,nChain Licensing AG,24/03/2016,EP,Nchain Licensing Ag
EP-4105868-A1,nChain Licensing AG,29/04/2016,EP,Nchain Licensing Ag
EP-4102431-A1,nChain Licensing AG,29/04/2016,EP,Nchain Licensing Ag
EP-4092956-A1,nChain Licensing AG,29/04/2016,EP,Nchain Licensing Ag
US-2018323979-A1,International Business Machines Corporation,05/05/2017,US,Ibm
EP-4195128-A1,nChain Licensing AG,11/04/2016,EP,Nchain Licensing Ag
US-2019035014-A1,International Business Machines Corporation,26/07/2017,US,Ibm
US-2019354397-A1,International Business Machines Corporation,15/05/2018,US,Ibm
EP-4057200-A1,nChain Licensing AG,29/04/2016,EP,Nchain Licensing Ag
US-2018315055-A1,International Business Machines Corporation,01/05/2017,US,Ibm
EP-4184410-A1,nChain Licensing AG,29/04/2016,EP,Nchain Licensing Ag
US-10831933-B2,International Business Machines Corporation,17/11/2016,US,Ibm
US-2019356472-A1,nChain Holdings Limited,29/07/2016,US,Nchain Holdings Ltd
US-2019028264-A1,International Business Machines Corporation,20/07/2017,US,Ibm
US-2019149418-A1,International Business Machines Corporation,16/11/2017,US,Ibm
US-10691648-B2,International Business Machines Corporation,03/07/2018,US,Ibm
