id,priority_date,cite_number,assignee
US-2023186255-A1,08/01/2017,56,"Bprotocol Foundation, Localcoin Ltd."
US-11107049-B2,08/01/2017,56,"Bprotocol Foundation, Localcoin Ltd."
US-11574291-B2,08/01/2017,56,"Bprotocol Foundation, Localcoin Ltd."
US-2020027067-A1,08/01/2017,56,"Bprotocol Foundation, Localcoin Ltd."
US-2021073755-A1,08/01/2017,56,"Bprotocol Foundation, Localcoin Ltd."
US-2021174432-A1,07/08/2018,13,Perpetual Altruism Limited
US-2022067831-A1,28/08/2020,2,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2021082044-A1,30/03/2018,36,"Lukasz Jakub SLIWKA, Jonathan Yantis, William Edward Quigley"
US-11354744-B2,28/08/2020,2,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2020279249-A1,28/02/2019,9,"CoinLinked, Inc."
US-2019299105-A1,27/03/2018,61,Truly Simplistic Innovations Inc
US-11308461-B2,13/08/2015,1028,The Toronto-Dominion Bank
US-2017213289-A1,27/01/2016,64,George Daniel Doney
US-2019244298-A1,27/01/2016,64,"Securrency, Inc."
US-10740844-B2,26/09/2016,195,Shapeshift Ag
US-11126975-B2,13/08/2015,1028,The Toronto-Dominion Bank
US-2019347627-A1,13/08/2015,1028,The Toronto-DominionBank
US-11151526-B2,13/08/2015,1028,The Toronto-Dominion Bank
US-10402792-B2,13/08/2015,1028,The Toronto-Dominion Bank
US-2019236564-A1,31/01/2018,15,"Walmart Apollo, Llc"
US-10664923-B2,13/03/2015,33,"Gyft, Inc."
US-2019318427-A1,27/01/2016,64,"Securrency, Inc."
US-2020111088-A1,13/03/2015,49,"Gyft, Inc."
US-11108627-B2,30/12/2016,823,Intel Corporation
US-2019349261-A1,30/12/2016,823,Intel Corporation
US-11637746-B2,30/12/2016,823,Intel Corporation
US-2022255796-A1,30/12/2016,823,Intel Corporation
US-2021383379-A1,26/10/2018,2,Young Il Choi
US-2018089759-A1,26/09/2016,195,Shapeshift Ag
US-11005844-B2,29/06/2018,18,"Advanced New Technologies Co., Ltd."
US-2018241546-A1,17/02/2017,35,"Tianqing Leng, Tianhui Leng"
US-11593901-B2,18/08/2016,55,First American Financial Corporation
US-11379834-B2,29/12/2017,165,Ebay Inc.
US-11669841-B2,15/09/2016,96,"American Express Travel Related Services Company, Inc."
US-11281751-B2,24/08/2017,70,Oracle International Corporation
US-11544254-B2,29/09/2017,195,Oracle International Corporation
US-11025435-B2,02/07/2019,45,"Advanced New Technologies Co., Ltd."
US-11438165-B2,28/03/2017,40,"Advanced New Technologies Co., Ltd."
US-11347727-B2,27/06/2018,37,"Advanced New Technologies Co., Ltd."
US-11531964-B1,05/04/2017,43,State Farm Mutual Automobile Insurance Company
US-11126596-B2,31/05/2017,84,"Advanced New Technologies Co., Ltd."
US-11431696-B2,31/01/2018,151,"Salesforce.Com, Inc."
US-10855449-B2,17/02/2017,94,"Advanced New Technologies Co., Ltd."
US-11477010-B1,05/04/2017,43,State Farm Mutual Automobile Insurance Company
US-11269849-B1,03/03/2017,54,State Farm Mutual Automobile Insurance Company
US-11461773-B2,31/10/2018,37,"Advanced New Technologies Co., Ltd."
US-11531981-B2,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-11196572-B2,26/06/2018,35,"Advanced New Technologies Co., Ltd."
US-11539507-B1,03/12/2015,38,United Services Automobile Association (Usaa)
US-11443063-B1,25/01/2017,39,State Farm Mutual Automobile Insurance Company
US-11057493-B2,28/03/2017,50,"Advanced New Technologies Co., Ltd."
US-11295318-B2,07/12/2018,52,"Nike, Inc."
US-11366881-B2,28/04/2017,73,Accenture Global Solutions Limited
US-10917246-B2,02/07/2019,45,"Advanced New Technologies Co., Ltd."
US-11347814-B2,20/04/2015,55,"Ogy Docs, Inc."
US-11108546-B2,11/09/2015,58,"Aware, Inc."
US-10878423-B2,29/03/2017,44,"Advanced New Technologies Co., Ltd."
US-11316850-B2,30/12/2016,70,Bc Development Labs Gmbh
US-11403402-B2,30/11/2017,70,"Digicert, Inc."
US-10824701-B2,02/07/2019,61,"Advanced New Technologies Co., Ltd."
US-11568398-B1,28/06/2013,112,"Gemini Ip, Llc"
US-11443025-B2,28/11/2017,62,"American Express Travel Related Services Company, Inc"
US-11165576-B2,02/07/2019,36,"Advanced New Technologies Co., Ltd."
US-11522716-B2,02/07/2015,449,"Nasdaq, Inc."
US-11501367-B2,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-11625792-B2,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-11605124-B2,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-11514518-B2,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-11290255-B2,01/02/2017,47,Equifax Inc.
US-11599653-B1,25/01/2017,39,State Farm Mutual Automobile Insurance Company
US-11544782-B2,06/05/2018,51,"Strong Force TX Portfolio 2018, LLC"
US-10831933-B2,17/11/2016,75,International Business Machines Corporation
US-11381573-B2,28/12/2018,34,"Advanced New Technologies Co., Ltd."
US-11431693-B2,31/01/2018,151,"Salesforce.Com, Inc."
US-11514191-B2,16/05/2018,37,Ebay Inc.
US-11188673-B2,28/01/2016,93,"Nasdaq, Inc."
US-10693630-B1,03/04/2018,45,Alibaba Group Holding Limited
US-11082291-B2,28/10/2016,80,International Business Machines Corporation
US-10698885-B2,25/05/2017,66,Alibaba Group Holding Limited
US-11599668-B2,29/05/2018,35,Oracle International Corporation
US-10929845-B2,24/03/2017,117,"Advanced New Technologies Co., Ltd."
US-11016961-B2,27/06/2018,37,"Advanced New Technologies Co., Ltd."
US-10931439-B2,29/09/2017,79,"Advanced New Technologies Co., Ltd."
US-10740763-B2,29/03/2017,44,Alibaba Group Holding Limited
US-11102011-B2,16/11/2018,33,"Advanced New Technologies Co., Ltd."
US-11038883-B2,02/07/2019,61,"Advanced New Technologies Co., Ltd."
US-10887389-B2,14/11/2016,63,International Business Machines Corporation
US-11204919-B2,01/08/2017,55,International Business Machines Corporation
US-11443368-B2,23/11/2017,44,"Advanced New Technologies Co., Ltd."
US-11533164-B2,02/07/2019,34,"Advanced New Technologies Co., Ltd."
US-11004067-B2,01/03/2019,34,"Advanced New Technologies Co., Ltd."
US-11018878-B2,26/07/2017,75,"Advanced New Technologies Co., Ltd."
US-11070381-B2,26/07/2017,64,"Advanced New Technologies Co., Ltd."
US-10951424-B2,26/07/2017,55,"Advanced New Technologies Co., Ltd."
US-11095462-B2,04/02/2016,317,Nasdaq Technology Ab
US-10749669-B2,17/02/2017,94,Alibaba Group Holding Limited
US-10983781-B2,27/07/2015,157,Accenture Global Solutions Limited
US-10893048-B2,27/06/2017,36,"Advanced New Technologies Co., Ltd."
US-10846182-B2,28/03/2017,40,"Advanced New Technologies Co., Ltd."
US-10728042-B2,02/07/2019,45,Alibaba Group Holding Limited
US-11032072-B2,07/12/2018,108,"Nike, Inc."
US-11218457-B2,07/02/2017,130,"Microsoft Technology Licensing, Llc"
US-11329995-B2,27/05/2016,86,Sony Corporation
US-11270308-B2,11/07/2019,31,"Advanced New Technologies Co., Ltd."
US-11049099-B2,30/11/2018,32,"Advanced New Technologies Co., Ltd."
US-11556928-B2,04/04/2018,30,Vijay Madisetti
US-11580540-B2,04/04/2018,30,Vijay Madisetti
US-10915901-B2,28/03/2017,40,"Advanced New Technologies Co., Ltd."
US-11108568-B2,26/06/2018,35,"Advanced New Technologies Co., Ltd."
US-10938550-B2,24/11/2016,89,"Advanced New Technologies Co., Ltd."
US-11469886-B2,22/05/2019,48,"Salesforce.Com, Inc."
US-11431486-B2,22/05/2019,48,"Salesforce.Com, Inc."
US-11038670-B2,02/07/2019,34,"Advanced New Technologies Co., Ltd."
US-11531732-B2,08/09/2016,36,Refinitiv Us Organization Llc
US-11074245-B2,25/05/2017,66,"Advanced New Technologies Co., Ltd."
US-10915512-B2,03/01/2017,55,International Business Machines Corporation
US-10693958-B2,05/09/2019,37,Alibaba Group Holding Limited
US-11153072-B2,03/04/2019,31,"Advanced New Technologies Co., Ltd."
US-10785232-B2,27/02/2018,37,Alibaba Group Holding Limited
US-10693957-B2,05/09/2019,37,Alibaba Group Holding Limited
US-11379803-B2,23/05/2017,46,"Advanced New Technologies Co., Ltd."
US-11063765-B2,06/06/2016,44,Refinitiv Us Organization Llc
US-11645649-B2,12/06/2017,85,Tencent Technology (Shenzhen) Company Limited
US-10789348-B2,14/07/2017,36,Alibaba Group Holding Limited
US-10811124-B2,26/01/2012,153,Netspective Communications Llc
US-10839070-B1,26/04/2019,38,"Advanced New Technologies Co., Ltd."
US-11093651-B2,16/11/2018,30,"Advanced New Technologies Co., Ltd."
US-10505720-B2,17/02/2017,94,Alibaba Group Holding Limited
US-11308184-B2,07/12/2018,36,"Nike, Inc."
US-10706023-B2,31/05/2017,84,Alibaba Group Holding Limited
US-10681175-B2,28/03/2017,50,Alibaba Group Holding Limited
US-11170437-B2,08/06/2018,32,"Advanced New Technologies Co., Ltd."
US-11044100-B2,30/01/2017,42,"Factom, Inc."
US-10778442-B2,14/12/2016,48,International Business Machines Corporation
US-11171782-B2,01/03/2019,42,"Capital One Services, Llc"
US-10853801-B2,01/03/2019,34,"Advanced New Technologies Co., Ltd."
US-10756885-B2,02/07/2019,34,Alibaba Group Holding Limited
US-11621836-B2,08/11/2018,31,"Nxgen Partners Ip, Llc"
US-10832215-B2,05/01/2017,81,International Business Machines Corporation
US-10931462-B2,16/11/2018,33,"Advanced New Technologies Co., Ltd."
US-11556926-B2,18/04/2017,36,"Coinplug, Inc."
US-11418510-B2,29/04/2019,33,"Salesforce.Com, Inc."
US-10505726-B1,07/12/2018,110,"Nike, Inc."
US-10536265-B2,24/11/2016,89,Alibaba Group Holding Limited
US-11315666-B2,24/05/2017,75,"Advanced New Technologies Co., Ltd."
US-11283596-B2,17/10/2017,36,"American Express Travel Related Services Company, Inc."
US-10742396-B2,08/06/2018,105,"Cisco Technology, Inc."
US-10700852-B2,28/03/2019,33,Alibaba Group Holding Limited
US-11533321-B2,31/08/2017,30,"Topia Technology, Inc."
US-10891612-B2,10/05/2018,72,"Advanced New Technologies Co., Ltd."
US-10687210-B2,22/06/2018,34,International Business Machines Corporation
US-10650123-B2,28/04/2017,73,Accenture Global Solutions Limited
US-10642699-B2,28/03/2017,40,Alibaba Group Holding Limited
US-11694169-B2,19/05/2014,41,OX Labs Inc.
US-11113769-B2,30/03/2018,32,"Advanced New Technologies Co., Ltd."
US-11049188-B2,30/03/2018,32,"Advanced New Technologies Co., Ltd."
US-10650376-B1,28/06/2013,112,"Winklevoss Ip, Llc"
US-11494270-B2,30/09/2018,29,Tencent Technology (Shenzhen) Company Ltd
US-11133939-B2,12/01/2017,45,International Business Machines Corporation
US-10783190-B2,27/06/2018,38,Alibaba Group Holding Limited
US-11057366-B2,21/08/2018,105,HYPR Corp.
US-10554413-B2,03/04/2018,55,Alibaba Group Holding Limited
US-10776348-B2,27/06/2018,37,Alibaba Group Holding Limited
US-10615964-B2,03/04/2018,45,Alibaba Group Holding Limited
US-10944563-B2,17/06/2016,69,"Capital One Services, Llc"
US-11205172-B2,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-11055712-B2,11/07/2019,31,"Advanced New Technologies Co., Ltd."
US-11405219-B2,11/07/2019,27,"Advanced New Technologies Co., Ltd."
US-10708046-B1,08/11/2018,31,"Nxgen Partners Ip, Llc"
US-11580075-B2,08/09/2017,28,"ULedger, Inc."
US-10425230-B1,01/03/2019,43,"Capital One Services, Llc"
US-10880077-B2,03/04/2019,31,"Advanced New Technologies Co., Ltd."
US-10601597-B2,28/06/2018,40,"Jonathan Sean Callan, Keir Finlow-Bates"
US-10911461-B2,28/12/2018,34,"Advanced New Technologies Co., Ltd."
US-10574464-B2,05/08/2017,45,Proclus Technologies Limited
US-11038771-B2,26/04/2019,30,"Salesforce.Com, Inc."
US-10691835-B1,21/12/2018,29,Alibaba Group Holding Limited
US-11252166-B2,31/07/2019,29,"Advanced New Technologies Co., Ltd."
US-10394845-B2,12/04/2017,207,Vijay K. Madisetti
US-10659239-B2,05/05/2017,36,International Business Machines Corporation
US-10601834-B2,27/06/2017,36,Alibaba Group Holding Limited
US-11088849-B2,11/07/2019,27,"Advanced New Technologies Co., Ltd."
US-10530569-B2,20/07/2017,34,International Business Machines Corporation
US-11438140-B2,11/09/2019,27,"Advanced New Technologies Co., Ltd."
US-10862899-B2,27/02/2018,37,"Advanced New Technologies Co., Ltd."
US-10430563-B2,28/04/2017,73,Accenture Global Solutions Limited
US-11676139-B2,29/06/2018,32,"Arcblock, Inc."
US-11257077-B2,30/11/2017,121,"Visa International Service Association, The Board Of Trustees Of The Leland Stanford Junior University"
US-10965446-B2,05/01/2018,30,Bank Of America Corporation
US-10567175-B2,21/12/2015,249,Mastercard International Incorporated
US-10511964-B1,22/06/2018,34,International Business Machines Corporation
US-11520912-B2,10/05/2018,54,"Netease (Hangzhou) Network Co., Ltd."
US-11212114-B2,16/11/2018,26,"Advanced New Technologies Co., Ltd."
US-10680828-B2,16/11/2018,33,Alibaba Group Holding Limited
US-11314891-B2,26/03/2018,34,Commissariat A L'energie Atomique Et Aux Energies Alternatives
US-11025417-B2,30/01/2018,49,"Baidu Online Network Technology (Beijing) Co., Ltd."
US-10587467-B2,28/10/2016,80,International Business Machines Corporation
US-10599874-B2,17/11/2016,75,International Business Machines Corporation
US-10892898-B2,11/07/2019,27,"Advanced New Technologies Co., Ltd."
US-10657261-B2,30/11/2017,70,Mocana Corporation
US-11042871-B2,06/08/2018,48,"Factom, Inc."
US-11139979-B2,18/12/2017,41,Koninklijke Kpn N.V.
US-11244309-B2,22/11/2017,45,Cornell University
US-11257073-B2,31/01/2018,136,"Salesforce.Com, Inc."
US-11250481-B2,17/05/2018,28,"Advanced New Technologies Co., Ltd."
US-10915641-B2,30/10/2017,128,Pricewaterhousecoopers Llp
US-10299128-B1,08/06/2018,106,"Cisco Technology, Inc."
US-11310032-B2,28/03/2019,33,"Advanced New Technologies Co., Ltd."
US-10783539-B2,26/12/2016,32,International Business Machines Corporation
US-11341451-B2,10/10/2018,67,Questaweb Holdings Inc.
US-11290441-B1,22/05/2017,28,State Farm Mutual Automobile Insurance Company
US-10740325-B2,05/09/2019,28,Alibaba Group Holding Limited
US-11334817-B2,09/03/2018,33,"Lenovo (Beijing) Co., Ltd."
US-10819504-B2,11/09/2019,27,Alibaba Group Holding Limited
US-11048825-B2,30/05/2019,26,"Advanced New Technologies Co., Ltd."
US-10719884-B2,30/03/2018,32,Alibaba Group Holding Limited
US-10762079-B2,29/09/2017,195,Oracle International Corporation
US-11556521-B2,29/09/2017,195,Oracle International Corporation
US-10985908-B2,29/09/2017,79,"Advanced New Technologies Co., Ltd."
US-10630485-B2,02/07/2015,449,"Nasdaq, Inc."
US-10579819-B2,28/01/2016,93,Nasdaq Inc.
US-11177961-B2,07/12/2017,51,Nec Corporation
US-10255342-B2,12/04/2017,113,Vijay K. Madisetti
US-11139951-B2,26/01/2018,34,Alibaba Group Holding Limited
US-10243743-B1,13/09/2017,56,"Vijay K. Madisetti, Arshdeep Bahga"
US-11257093-B2,14/12/2018,25,"Advanced New Technologies Co., Ltd."
US-10289631-B2,12/04/2017,207,"Vijay K. Madisetti, Arshdeep Bahga"
US-10204339-B2,31/03/2017,147,Vijay K. Madisetti
US-10541821-B2,04/02/2016,317,Nasdaq Technology Ab
US-10594488-B2,05/08/2017,30,Proclus Technologies Limited
US-10673619-B1,11/09/2019,27,Alibaba Group Holding Limited
US-11621829-B2,29/06/2018,26,"Verisign, Inc."
US-11315112-B2,10/05/2018,30,"Advanced New Technologies Co., Ltd."
US-11178151-B2,19/12/2018,34,International Business Machines Corporation
US-10747201-B2,02/05/2018,114,"Rockwell Automation Technologies, Inc."
US-10928803-B2,02/05/2018,114,"Rockwell Automation Technologies, Inc."
US-11373152-B2,23/02/2016,81,nChain Holdings Limited
US-11334874-B2,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-11348098-B2,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-11295296-B2,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-11276056-B2,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-11348097-B2,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-11620642-B2,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-11025438-B2,16/11/2018,26,"Advanced New Technologies Co., Ltd."
US-10826709-B1,11/07/2019,27,"Advanced New Technologies Co., Ltd."
US-11113754-B2,07/12/2018,27,"Nike, Inc."
US-10977628-B2,12/09/2017,41,Northwestern University
US-10970690-B2,12/09/2017,41,Northwestern University
US-11232417-B2,12/09/2017,41,Northwestern University
US-11587050-B2,12/09/2017,41,Northwestern University
US-11010736-B2,12/09/2017,41,Northwestern University
US-10929823-B2,12/09/2017,41,Northwestern University
US-11651109-B2,28/03/2019,25,Tencent Technology (Shenzhen) Company Limited
US-10298395-B1,26/09/2018,38,Accenture Global Solutions Limited
US-10552641-B2,21/12/2018,29,Alibaba Group Holding Limited
US-11032088-B2,26/07/2017,75,"Advanced New Technologies Co., Ltd."
US-11057222-B2,26/07/2017,64,"Advanced New Technologies Co., Ltd."
US-11367071-B2,29/12/2017,165,"Ebay, Inc."
US-10230530-B2,05/08/2017,45,Proclus Technologies Limited
US-10299113-B1,22/06/2018,34,International Business Machines Corporation
US-10862691-B2,26/07/2017,55,"Advanced New Technologies Co., Ltd."
US-10121143-B1,31/03/2017,147,Vijay K. Madisetti
US-10594477-B2,30/11/2018,29,Alibaba Group Holding Limited
US-11334439-B2,29/08/2018,38,International Business Machines Corporation
US-10839107-B2,30/05/2019,26,"Advanced New Technologies Co., Ltd."
US-11481583-B2,28/12/2017,244,Intel Corporation
US-10769629-B2,21/05/2015,113,Mastercard International Incorporated
US-10896418-B2,29/12/2017,165,Ebay Inc.
US-11086847-B2,29/12/2018,31,"Advanced New Technologies Co., Ltd."
US-11037164-B2,14/12/2018,25,"Advanced New Technologies Co., Ltd."
US-11700117-B2,27/03/2018,29,"Workday, Inc."
US-10163079-B1,26/07/2017,108,"Square, Inc."
US-10108938-B1,26/07/2017,108,"Square, Inc."
US-11410207-B2,17/05/2018,28,"Advanced New Technologies Co., Ltd."
US-10949557-B2,20/08/2018,36,"Cisco Technology, Inc."
US-11250507-B2,20/02/2019,28,Apifiny Group Inc.
US-10325257-B1,28/06/2013,112,"Winklevoss Ip, Llc"
US-10361866-B1,13/08/2018,36,Truepic Inc.
US-11468077-B2,07/06/2017,55,Nchain Licensing Ag
US-11176277-B2,19/03/2017,26,International Business Machines Corporation
US-11271717-B2,21/02/2018,29,Thunder Token Inc.
US-11121858-B2,07/07/2017,273,"Microsoft Technology Licensing, Llc"
US-11165862-B2,24/10/2017,82,"0Chain, LLC"
US-10243748-B1,28/06/2018,40,"Jonathan Sean Callan, Keir Finlow-Bates"
US-11126613-B2,24/04/2018,29,Duvon Corporation
US-10938548-B2,07/07/2017,273,"Microsoft Technology Licensing, Llc"
US-11196551-B2,27/06/2018,40,International Business Machines Corporation
US-10805088-B2,03/04/2018,28,Alibaba Group Holding Limited
US-10146947-B1,18/12/2017,51,Northern Trust Corporation
US-10700861-B2,29/07/2016,32,"Workday, Inc."
US-11042873-B2,26/10/2016,30,International Business Machines Corporation
US-11475419-B2,30/04/2018,26,Robert Dale Beadles
US-10698997-B2,14/07/2017,36,Alibaba Group Holding Limited
US-11270295-B2,01/08/2017,34,Digital Asset (Switzerland) GmbH
US-10686789-B2,27/06/2017,36,Alibaba Group Holding Limited
US-10944546-B2,07/07/2017,273,"Microsoft Technology Licensing, Llc"
US-10621376-B2,16/12/2015,174,International Business Machines Corporation
US-10298405-B2,17/02/2017,38,Accenture Global Solutions Limited
US-10560272-B2,13/02/2018,29,"Macrogen, Inc., Macrogen Corp."
US-11165589-B2,11/05/2017,42,Shapeshift Ag
US-11244295-B2,10/05/2017,41,"Coinplug, Inc."
US-11488176-B2,31/01/2019,28,"Salesforce.Com, Inc."
US-11620152-B2,20/07/2018,26,Ezblock Ltd.
US-11348095-B2,11/04/2017,64,Nchain Licensing Ag
US-11538023-B2,11/04/2017,64,Nchain Licensing Ag
US-10817872-B2,14/12/2018,25,"Advanced New Technologies Co., Ltd."
US-2023214824-A1,12/06/2017,85,Tencent Technology (Shenzhen) Company Limited
US-2022215361-A1,05/01/2021,20,"Mythical, Inc."
US-10102265-B1,12/04/2017,208,Vijay K. Madisetti
US-2023237468-A1,11/04/2017,64,Nchain Licensing Ag
US-11580535-B2,18/05/2018,24,"Inveniam Capital Partners, Inc."
US-11587074-B2,18/05/2018,24,"Inveniam Capital Partners, Inc."
US-11704665-B2,24/03/2017,23,Mastercard International Incorporated
US-2023239284-A1,21/08/2018,105,HYPR Corp.
US-2023072760-A1,02/07/2015,449,"Nasdaq, Inc."
US-11030217-B2,01/05/2018,40,International Business Machines Corporation
US-2023053709-A1,14/07/2015,136,Fmr Llc
US-10762479-B2,05/04/2017,58,"Samsung Sds Co., Ltd."
US-2023118355-A1,11/04/2016,97,Nchain Licensing Ag
US-10853772-B2,04/04/2018,38,"Vijay K. Madisetti, Arshdeep Bahga"
US-10171248-B2,21/12/2015,249,Mastercard International Incorporated
US-2023113492-A1,07/06/2017,55,Nchain Licensing Ag
US-2023104934-A1,31/03/2017,50,Vijay Madisetti
US-11586709-B2,14/11/2016,23,Integrity Security Services Llc
US-2022398322-A1,30/11/2017,70,"Digicert, Inc."
US-2022374509-A1,28/11/2017,62,"American Express Travel Related Services Company, Inc."
US-10796022-B2,16/05/2018,37,Ebay Inc.
US-2022335418-A1,11/05/2016,120,"Nasdaq, Inc."
US-10171992-B1,22/06/2018,34,International Business Machines Corporation
US-10771240-B2,13/06/2018,26,Dynamic Blockchains Inc
US-2022374409-A1,03/03/2017,54,State Farm Mutual Automobile Insurance Company
US-11095432-B2,05/04/2017,57,"Samsung Sds Co., Ltd."
US-11334888-B2,24/03/2017,117,"Advanced New Technologies Co., Ltd."
US-2023091605-A1,29/07/2016,53,Nchain Licensing Ag
US-2022300956-A1,29/12/2017,165,Ebay Inc.
US-2022366401-A1,11/04/2017,64,Nchain Licensing Ag
US-2022277301-A1,29/12/2017,165,Ebay Inc.
US-11468048-B2,14/02/2018,23,"Advanced New Technologies Co., Ltd."
US-2022230131-A1,10/10/2018,67,Questaweb Holdings Inc.
US-2022286453-A1,30/12/2016,70,Bc Development Labs Gmbh
US-2022198410-A1,04/04/2017,81,Dmg Blockchain Solutions Inc.
US-10929352-B2,29/05/2018,35,Oracle International Corporation
US-2022164879-A1,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-10942994-B2,30/11/2017,25,Bank Of America Corporation
US-2023082163-A1,05/04/2017,43,State Farm Mutual Automobile Insurance Company
US-2022215389-A1,28/11/2017,51,"American Express Travel Related Services Company, Inc."
US-2022141018-A1,24/05/2016,162,Mastercard International Incorporated
US-2022188839-A1,07/12/2018,52,"Nike, Inc."
US-2022129884-A1,30/11/2017,121,"Visa International Service Association, The Board Of Trustees Of The Leland Stanford Junior University"
US-2022200975-A1,31/03/2017,50,Vijay Madisetti
US-2022147505-A1,03/03/2017,54,State Farm Mutual Automobile Insurance Company
US-2023013894-A1,05/04/2017,43,State Farm Mutual Automobile Insurance Company
US-2022182368-A1,31/03/2017,50,Vijay Madisetti
US-10740761-B2,29/03/2017,44,Alibaba Group Holding Limited
US-11394559-B2,02/06/2017,34,Visa International Service Association
US-2022172206-A1,06/05/2018,69,"Strong Force TX Portfolio 2018, LLC"
US-2022172208-A1,06/05/2018,69,"Strong Force TX Portfolio 2018, LLC"
US-2022172207-A1,06/05/2018,69,"Strong Force TX Portfolio 2018, LLC"
US-2022164435-A1,23/02/2016,80,nChain Holdings Limited
US-2022261882-A1,08/03/2017,180,Stichting Ip-Oversight
US-11138294-B2,14/11/2016,23,Integrity Security Services Llc
US-2022156737-A1,23/02/2016,78,nChain Holdings Limited
US-2022067035-A1,29/09/2017,195,Oracle International Corporation
US-2022173887-A1,01/02/2017,47,Equifax Inc.
US-2022051201-A1,15/05/2014,133,Uphold Global Foundation
US-2022050914-A1,28/01/2016,93,"Nasdaq, Inc."
US-11410136-B2,01/08/2018,31,"American Express Travel Related Services Company, Inc."
US-2022230147-A1,24/03/2016,46,nChain Holdings Limited
US-10749879-B2,31/08/2017,30,"Topia Technology, Inc."
US-10719501-B1,03/03/2017,54,State Farm Mutual Automobile Insurance Company
US-2023185936-A1,25/01/2017,39,State Farm Mutual Automobile Insurance Company
US-10666445-B2,16/11/2018,26,Alibaba Group Holding Limited
US-2022058622-A1,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-2021367764-A1,07/07/2017,273,"Microsoft Technology Licensing, Llc"
US-2021365930-A1,31/03/2015,475,"Nasdaq, Inc."
US-2022021662-A1,29/04/2016,92,Nchain Licensing Ag
US-2022034004-A1,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-2022372673-A9,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-2022020001-A1,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-2022027893-A1,06/08/2018,48,"Inveniam Capital Partners, Inc."
US-2021342836-A1,06/05/2018,71,"Strong Force TX Portfolio 2018, LLC"
US-2021344518-A1,04/02/2016,317,Nasdaq Technology Ab
US-10748150-B2,28/03/2017,40,Alibaba Group Holding Limited
US-2021336800-A1,26/07/2017,64,"Advanced New Technologies Co., Ltd."
US-2021336799-A1,26/07/2017,64,"Advanced New Technologies Co., Ltd."
US-2021326786-A1,21/09/2020,77,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2021326857-A1,02/11/2018,65,Verona Holdings Sezc
US-2021326846-A1,02/11/2018,65,Verona Holdings Sezc
US-11416920-B2,20/12/2017,28,Accenture Global Solutions Limited
US-11049148-B2,01/06/2018,33,Concord Technologies Inc.
US-2021319432-A1,02/11/2018,65,Verona Holdings Sezc
US-2022374549-A1,25/01/2017,39,State Farm Mutual Automobile Insurance Company
US-2021314397-A1,24/10/2017,82,0Chain Corp.
US-11055136-B2,15/05/2018,24,International Business Machines Corporation
US-2021336802-A1,26/07/2017,75,"Advanced New Technologies Co., Ltd."
US-2021377254-A1,21/08/2018,106,HYPR Corp.
US-11250394-B1,31/03/2017,147,"Vijay K. Madisetti, Arshdeep Bahga, Jae Kim, Avinash Rao"
US-2021281430-A1,26/07/2017,75,"Advanced New Technologies Co., Ltd."
US-2021337045-A1,28/03/2017,50,"Advanced New Technologies Co., Ltd."
US-11144893-B2,30/10/2017,51,Nec Corporation
US-2021258155-A1,07/12/2018,108,"Nike, Inc."
US-11044272-B2,10/11/2016,28,International Business Machines Corporation
US-2021264387-A1,28/06/2016,62,Private Limited Liability Company CPN Gold B.V.
US-2022083992-A1,10/05/2017,41,"Coinplug, Inc."
US-2022083993-A1,10/05/2017,41,"Coinplug, Inc."
US-11496300-B2,19/06/2017,32,Nchain Licensing Ag
US-2022029810-A1,01/03/2019,43,"Capital One Services, Llc"
US-2023046789-A1,16/05/2018,37,Ebay Inc.
US-2021216623-A1,23/02/2016,80,nChain Holdings Limited
US-2021263723-A1,27/07/2015,157,Accenture Global Solutions Limited
US-2021272103-A1,06/08/2018,48,"Factom, Inc."
US-11323530-B2,06/06/2018,32,International Business Machines Corporation
US-2021256070-A1,15/10/2018,115,"Bao Tran, Ha Tran"
US-2021203480-A1,29/09/2017,79,"Advanced New Technologies Co., Ltd."
US-2022138711-A1,25/01/2017,39,State Farm Mutual Automobile Insurance Company
US-2021216525-A1,03/03/2017,54,State Farm Mutual Automobile Insurance Company
US-10805068-B1,05/04/2017,43,State Farm Mutual Automobile Insurance Company
US-10930089-B1,05/04/2017,43,State Farm Mutual Automobile Insurance Company
